,chipid,month,score
4370,80d5329d,6,0.789
4371,80d87200,6,0.895
4372,80ec4a92,5,0.988
4373,80ef0673,6,0.973
4374,80fd0d0f,11,0.87
4375,80fd728b,2,0.993
4376,80fecf22,6,0.863
4377,8106f35b,11,0.852
4378,811cdd6e,8,0.962
4379,811f36cd,2,0.922
4380,812121c0,6,0.984
4381,812c177a,5,0.948
4382,81436722,0,0.903
4383,81482560,7,0.971
4384,814d7035,6,0.795
4385,8156bb81,5,0.9339999999999999
4386,8159fbff,2,0.842
4387,8165fc74,8,0.923
4388,816e805f,4,0.978
4389,817c62fe,5,0.914
4390,818b8e9f,6,0.875
4391,819252bd,11,0.775
4392,8192df4f,2,0.998
4393,819bfa10,4,0.879
4394,81a07e36,7,0.952
4395,81a1cc36,2,0.933
4396,81aca9c2,7,0.847
4397,81b1374b,4,0.967
4398,81b4dca0,5,0.97
4399,81b8c3c7,6,0.808
4400,81bded3b,5,0.882
4401,81c285a0,7,0.992
4402,81c2d374,11,0.817
4403,81c87582,6,0.942
4404,81cc45e7,4,0.999
4405,81cca0c4,7,0.999
4406,81d2dcc1,5,1.0
4407,81d6bc57,5,0.993
4408,81d8de14,2,0.739
4409,81dabb35,10,0.6930000000000001
4410,81e80b8b,4,0.991
4411,81e9afab,2,0.782
4412,81ee4067,5,0.946
4413,81f1a442,4,0.949
4414,81fd5a3b,11,0.8180000000000001
4415,82020949,6,0.963
4416,82021aec,5,0.978
4417,8203523e,7,0.888
4418,82080763,9,0.931
4419,820e0ab9,3,0.861
4420,821620b7,4,0.98
4421,8226818c,5,0.947
4422,822e2af5,6,0.992
4423,822e67c6,11,1.0
4424,823f0262,2,0.798
4425,8240f194,5,0.833
4426,8265b38d,1,0.877
4427,827181a9,5,0.98
4428,82729e95,7,0.908
4429,8276d19c,5,0.973
4430,8281440c,4,0.985
4431,82843696,7,0.858
4432,8286efd2,7,0.938
4433,828aaef3,4,0.837
4434,829b8220,7,0.922
4435,829bbd0e,5,0.948
4436,829f1c10,1,0.836
4437,82b258d5,6,0.974
4438,82b64c90,10,0.872
4439,82b67901,1,0.935
4440,82ba0f12,3,0.817
4441,82be2ddb,10,0.792
4442,82c324dc,4,0.976
4443,82cb30a9,5,0.943
4444,82cf7e7e,11,0.847
4445,82d31426,6,0.846
4446,82d6abf7,6,0.933
4447,82da3062,6,0.973
4448,82ea0e97,5,0.872
4449,82f1bee1,11,0.92
4450,82f84fd6,6,0.847
4451,82fa3845,11,0.849
4452,830332d4,8,1.0
4453,830d2cf9,11,1.0
4454,831178c8,5,0.962
4455,8312269b,7,0.943
4456,83152195,10,0.8029999999999999
4457,831b4cbd,8,0.965
4458,8328281b,0,1.0
4459,8329a34b,6,0.901
4460,832b55bd,0,0.923
4461,83324ad9,5,0.994
4462,83364f86,8,0.991
4463,833f1d2b,6,1.0
4464,8342f4a9,11,1.0
4465,8345f143,11,0.85
4466,835706c7,10,0.821
4467,835f820c,8,0.831
4468,83605981,5,0.882
4469,83621979,4,0.8260000000000001
4470,8364274e,5,0.988
4471,836ec33b,5,0.975
4472,836efe73,11,0.928
4473,837ae2bf,11,0.965
4474,83807d60,11,0.999
4475,838343d3,10,0.692
4476,83a0b8fc,2,0.97
4477,83b2fb17,1,0.9359999999999999
4478,83b9cac4,2,0.815
4479,83bb8009,6,0.929
4480,83c2e649,11,0.838
4481,83ca6479,2,0.979
4482,83d39cf3,7,0.964
4483,83da7228,2,0.823
4484,83dfcca9,7,0.951
4485,8402b7e9,0,0.924
4486,8402d97e,5,0.99
4487,8403db59,11,0.97
4488,840a5ef5,2,0.84
4489,840ef2ee,8,0.967
4490,841213da,0,0.912
4491,8424f46d,1,0.946
4492,84257232,1,0.909
4493,842897ef,5,0.965
4494,8435c58a,6,0.983
4495,844277e5,7,0.915
4496,8451ed23,6,0.944
4497,84562ac3,8,0.712
4498,8460967c,0,0.999
4499,846ea67d,5,0.914
4500,8479655d,11,1.0
4501,84818600,10,0.732
4502,848a0108,7,0.957
4503,84a595eb,6,0.893
4504,84b3feae,7,0.833
4505,84b7fc04,4,0.952
4506,84c58ac1,6,0.9
4507,84c83078,8,0.992
4508,84cae719,6,0.827
4509,84cb44f7,7,0.953
4510,84d37231,2,0.876
4511,84d3b4f4,0,0.917
4512,84db2ccd,4,0.999
4513,84dbba88,5,0.9410000000000001
4514,84ec74a6,9,0.931
4515,84f04edc,11,0.85
4516,84f9ea59,6,0.827
4517,85164800,4,0.9359999999999999
4518,8523c6cb,6,0.95
4519,85267afe,5,0.905
4520,8532c8b1,5,0.98
4521,85351a13,7,0.833
4522,8547cb3d,5,0.962
4523,85491a3a,5,0.902
4524,8562e957,4,1.0
4525,8563d8ed,8,1.0
4526,856450f7,5,0.957
4527,856a5c94,5,0.968
4528,85753bdc,8,1.0
4529,85771c82,1,0.938
4530,8578b26d,6,0.956
4531,85803178,1,0.965
4532,8588f3b8,6,0.946
4533,85890f75,5,0.986
4534,8590d44e,8,0.873
4535,8596978d,5,0.967
4536,85995b50,11,0.771
4537,859d9003,7,0.962
4538,859dee3a,4,0.973
4539,85a52f35,5,0.981
4540,85ae7ca8,2,0.896
4541,85cb915d,7,0.946
4542,85fb6b00,4,0.952
4543,86027245,2,0.983
4544,8602e094,10,0.918
4545,86043073,4,0.976
4546,861b91c2,7,0.813
4547,861d0063,6,0.836
4548,86204089,5,0.952
4549,8625b1a3,7,0.902
4550,862a6d64,4,0.9390000000000001
4551,8631ab37,5,0.958
4552,863228a7,1,0.975
4553,8632ccd4,5,0.946
4554,8633faf4,1,0.999
4555,8643ccfa,11,0.895
4556,8653d39f,3,0.929
4557,865cbfe3,6,0.862
4558,866437f0,2,0.998
4559,8667d80f,5,0.96
4560,866b66e1,6,0.92
4561,866fdc5d,1,0.991
4562,86705316,11,0.999
4563,8672fd8f,5,0.98
4564,8673e802,7,0.83
4565,867dd4db,2,0.892
4566,8683a77a,3,0.938
4567,86874536,2,1.0
4568,869c367e,1,0.789
4569,86aeb274,5,0.919
4570,86b00a73,9,0.783
4571,86b04e54,6,0.815
4572,86b1d7b4,7,0.951
4573,86b541ff,1,0.977
4574,86c27a62,2,0.966
4575,86ca19df,7,0.975
4576,86d30e53,6,0.893
4577,86d91f77,7,0.922
4578,86dea1cc,3,0.829
4579,86e13034,4,0.972
4580,86e353eb,1,0.893
4581,86e4c0bb,7,0.835
4582,86e4f5d6,4,0.974
4583,86e50586,5,0.9339999999999999
4584,86e5bf04,6,0.979
4585,86e8c394,6,0.975
4586,86f69afc,6,0.893
4587,87088246,5,0.952
4588,8712aa91,6,0.965
4589,871f3875,5,0.919
4590,871f4f6b,6,0.762
4591,87261da2,11,0.838
4592,872d0bbf,8,0.908
4593,87310c05,5,0.998
4594,8738810e,11,0.852
4595,874dde20,4,0.89
4596,874f9fe3,8,0.962
4597,8764d723,5,0.969
4598,876c2940,4,0.966
4599,8771b6e1,2,0.779
4600,8774accd,11,0.885
4601,877d37b1,5,0.962
4602,87803901,4,0.957
4603,878c9437,6,0.988
4604,879a3095,5,0.882
4605,879d77e9,0,0.984
4606,879e0fab,2,0.854
4607,879f4e78,5,0.957
4608,87a1f4d3,4,0.848
4609,87c7a341,8,0.902
4610,87cedd39,11,0.98
4611,87d409a1,5,0.961
4612,87d50052,4,1.0
4613,87d95885,0,0.927
4614,87d96fa0,6,0.747
4615,87e533de,1,0.8160000000000001
4616,87ec0f04,5,0.975
4617,87ec1838,9,0.871
4618,87f3d419,0,0.849
4619,87f3fd11,2,0.827
4620,87f413a7,6,0.908
4621,87f6b637,8,1.0
4622,87fa9386,7,0.744
4623,88103b39,6,0.886
4624,88267a8e,1,0.925
4625,88337659,4,0.999
4626,8833efc8,7,0.652
4627,88375984,4,0.887
4628,88377a2d,9,0.997
4629,883bc423,5,0.955
4630,8849cd85,6,0.933
4631,884fc387,1,0.973
4632,885f4fc8,5,0.957
4633,8868ffdf,0,0.913
4634,886a6256,1,0.955
4635,886ecfc1,9,0.916
4636,886f84cb,4,0.929
4637,887dd194,5,0.87
4638,888075c9,0,0.921
4639,8885bb54,5,0.938
4640,888e72c0,6,0.887
4641,888f4c4c,7,0.871
4642,8896b25f,11,0.779
4643,88971785,1,0.952
4644,8899bee2,1,0.989
4645,889b16b4,5,0.94
4646,889bc697,10,1.0
4647,889f711e,7,0.874
4648,88a036d2,7,0.991
4649,88a1054f,2,0.933
4650,88a4e6dd,4,0.989
4651,88a8869d,6,0.746
4652,88af4eb2,4,0.972
4653,88afd7f2,5,0.983
4654,88b9f784,6,1.0
4655,88ba6c6b,0,0.922
4656,88bdac18,4,0.926
4657,88c8575c,7,0.6910000000000001
4658,88ca408c,4,0.945
4659,88ce3c3c,7,0.827
4660,88dc2bb6,11,0.911
4661,88e26a88,11,0.747
4662,88f24a27,4,0.999
4663,88f49753,1,0.955
4664,88f53e9b,4,0.961
4665,890c43ed,4,0.982
4666,89123a0c,7,0.991
4667,8915cd13,2,0.856
4668,8919322d,5,0.876
4669,891e43ba,5,0.958
4670,8934586b,7,0.871
4671,893c3cd5,5,0.929
4672,894a2089,2,0.86
4673,894eb52f,5,0.882
4674,89531158,6,0.863
4675,89574ec0,9,0.951
4676,89584bbf,3,0.6719999999999999
4677,895d2df9,5,0.979
4678,8965b64c,10,0.917
4679,896655f6,4,0.982
4680,896bd508,7,0.864
4681,896d9d9d,6,0.973
4682,89793a6d,7,0.935
4683,897b31b8,5,0.966
4684,897e84ca,11,0.859
4685,89886c50,2,0.847
4686,898bc1cd,7,0.83
4687,898ffaf0,6,0.988
4688,8990bbcf,9,0.837
4689,89931699,5,0.929
4690,89992782,6,0.842
4691,899f4811,6,0.889
4692,89a1c62b,11,1.0
4693,89b05b36,6,0.975
4694,89b0950a,3,0.906
4695,89b599ff,2,0.848
4696,89be7a35,0,0.904
4697,89c8cb27,1,0.846
4698,89edaaa9,5,0.955
4699,89efd7b5,4,0.942
4700,89f79a93,2,0.913
4701,89fb4c41,5,0.97
4702,8a034368,4,0.986
4703,8a0d316e,5,0.97
4704,8a14b295,6,0.977
4705,8a1cb876,8,0.999
4706,8a22e0a0,9,0.725
4707,8a29255f,8,0.952
4708,8a2f2e90,6,0.914
4709,8a375b14,4,0.98
4710,8a38a5f5,5,0.995
4711,8a3db3be,2,0.804
4712,8a3fe5ef,5,0.951
4713,8a49d82a,2,0.942
4714,8a4aeb22,9,0.885
4715,8a4bce74,5,0.969
4716,8a4db4ed,5,0.98
4717,8a552123,4,0.874
4718,8a6b8e67,4,0.968
4719,8a74c451,2,0.812
4720,8a7cb464,6,0.9410000000000001
4721,8a85ce4b,1,0.972
4722,8a86f6b9,4,0.976
4723,8a87bd54,8,1.0
4724,8a89538d,2,0.791
4725,8a94d174,5,0.924
4726,8a96937a,2,0.8180000000000001
4727,8a9d9cde,2,0.8049999999999999
4728,8ab44593,6,0.968
4729,8abdb5c2,9,0.72
4730,8ac1849d,4,0.959
4731,8ac18621,7,0.7170000000000001
4732,8ac9bcd3,4,0.9390000000000001
4733,8acb0fcb,5,0.98
4734,8ad25ec7,0,0.902
4735,8ad42e1a,6,0.96
4736,8adf37e9,5,0.885
4737,8ae7411e,0,0.999
4738,8ae81387,8,0.625
4739,8af0eab6,11,0.878
4740,8afc8248,7,0.836
4741,8b198572,6,0.94
4742,8b288264,10,0.867
4743,8b3190b1,8,0.99
4744,8b445692,5,0.971
4745,8b508ae6,10,0.878
4746,8b50b2f9,4,0.956
4747,8b531db6,2,0.935
4748,8b5692f4,11,0.8
4749,8b5c134c,5,0.931
4750,8b61f9eb,2,0.949
4751,8b724cac,5,0.965
4752,8b7a81a6,2,0.8260000000000001
4753,8b8371b3,5,0.911
4754,8b839a42,1,0.999
4755,8b8a7b60,8,0.886
4756,8ba496d4,5,0.979
4757,8ba6aabb,5,0.913
4758,8baac2e6,7,0.761
4759,8baffdbd,5,0.956
4760,8bb59697,7,0.853
4761,8bb89a2a,11,0.821
4762,8bb8d991,2,0.813
4763,8bbbc67c,5,0.962
4764,8bc1f6c2,5,0.979
4765,8bd28811,5,0.862
4766,8be17de7,10,0.909
4767,8be778a7,6,0.976
4768,8bea695a,3,0.894
4769,8bea8e38,1,0.975
4770,8bf626c1,7,0.6779999999999999
4771,8bf97b75,5,0.958
4772,8bfce3ed,7,0.988
4773,8c01cfc2,6,0.881
4774,8c05ab2c,11,0.85
4775,8c0cc348,1,0.945
4776,8c1b5229,11,0.768
4777,8c30c129,0,0.979
4778,8c414ef3,6,1.0
4779,8c44fb34,5,0.9319999999999999
4780,8c500a73,5,0.958
4781,8c5fe565,7,0.99
4782,8c6cc96e,5,0.965
4783,8c722baf,6,0.9410000000000001
4784,8c73aca7,2,0.919
4785,8c7942e4,5,0.998
4786,8c79d0ef,6,0.978
4787,8c861d13,5,0.952
4788,8c91a5b1,5,0.898
4789,8c948bd9,2,0.848
4790,8c94e3ad,8,0.997
4791,8c98e0f0,0,0.833
4792,8c99f2a5,10,0.794
4793,8c9a1061,8,0.924
4794,8c9dd8e8,11,0.831
4795,8ca1690f,7,0.743
4796,8ca62831,2,0.773
4797,8cbc5dd8,5,0.983
4798,8cc4947a,4,0.963
4799,8cc5933c,11,0.855
4800,8cce47ff,1,0.877
4801,8cd7a9a5,10,0.738
4802,8ce0fc04,5,0.948
4803,8ce36acd,2,0.943
4804,8ce805e5,7,0.821
4805,8ce96fba,2,0.997
4806,8ceae75e,2,0.904
4807,8cf1f3e3,11,0.959
4808,8d013ad8,5,0.953
4809,8d0e62de,4,0.848
4810,8d11e15d,2,0.846
4811,8d18c5a0,5,0.966
4812,8d1ad59c,11,0.954
4813,8d21d584,2,0.8280000000000001
4814,8d2eff52,4,0.993
4815,8d32a281,11,0.78
4816,8d35b812,5,0.916
4817,8d3b388d,10,0.9319999999999999
4818,8d434d56,11,0.863
4819,8d44fc52,8,0.99
4820,8d4b0c3b,11,0.839
4821,8d5a3529,11,0.857
4822,8d61f8ce,0,1.0
4823,8d626783,2,0.972
4824,8d66ba60,5,0.892
4825,8d7e6238,1,0.876
4826,8d86c7d1,2,0.923
4827,8d8911e8,0,0.901
4828,8d8d5f81,6,0.942
4829,8d914cdf,1,0.994
4830,8d96cfc1,1,0.974
4831,8d98c0f3,5,0.844
4832,8da44f55,5,0.973
4833,8daee065,5,0.984
4834,8db833c8,1,0.954
4835,8dbdd885,5,0.977
4836,8dc07f56,7,0.922
4837,8dc890dc,7,0.911
4838,8de14117,6,0.973
4839,8de88a56,6,0.98
4840,8e0721c0,0,0.957
4841,8e13cc5d,8,0.965
4842,8e19cc9d,6,0.973
4843,8e1d1870,2,0.972
4844,8e1f122b,3,0.819
4845,8e21b875,6,0.97
4846,8e28b3af,5,0.969
4847,8e312723,1,0.874
4848,8e3e7eb1,4,0.917
4849,8e44492d,8,0.903
4850,8e48dbbf,6,0.871
4851,8e58105d,11,0.874
4852,8e59447e,0,0.92
4853,8e5d1e4a,4,0.973
4854,8e6095d7,11,0.918
4855,8e60d0ec,11,0.866
4856,8e655e7c,5,0.962
4857,8e72f702,4,0.889
4858,8e75d940,11,0.839
4859,8e7611dd,5,0.976
4860,8e78976a,4,0.97
4861,8e7f8581,6,0.971
4862,8e8415b7,10,0.942
4863,8e88373f,6,0.999
4864,8e912d20,11,0.783
4865,8e935cfb,5,0.851
4866,8ea7bb51,2,0.806
4867,8ea94369,7,0.765
4868,8eb5a5a7,2,0.8240000000000001
4869,8eb72d8d,2,0.859
4870,8eba3f9f,6,0.989
4871,8eccb975,7,0.857
4872,8ed2abfe,3,0.9410000000000001
4873,8ed88cc0,6,0.96
4874,8ed9dcd0,7,0.722
4875,8edb0bc2,6,0.812
4876,8ee60c7c,11,0.836
4877,8ef17980,8,0.6599999999999999
4878,8efe69d1,3,0.891
4879,8f05489d,1,0.977
4880,8f078588,7,0.902
4881,8f0f154f,5,0.991
4882,8f15b25c,11,0.761
4883,8f19d533,0,0.914
4884,8f1b1d05,8,0.961
4885,8f2f5ac2,1,0.969
4886,8f3cf1fe,5,0.913
4887,8f4868dd,9,1.0
4888,8f4b6ac4,4,0.978
4889,8f4fee01,6,0.879
4890,8f59ce71,6,0.95
4891,8f712016,6,0.956
4892,8f769700,7,0.946
4893,8f804b5e,11,0.819
4894,8f8bddb1,7,0.922
4895,8f9cdd3f,1,0.86
4896,8f9e0da5,5,0.943
4897,8fa709a3,5,0.966
4898,8fc018fc,0,0.928
4899,8fc328ff,5,0.988
4900,8fc4ffaa,0,0.992
4901,8fe022b9,2,0.962
4902,8ff24df1,1,0.8109999999999999
4903,8ff6c130,4,0.9410000000000001
4904,8ff95477,6,0.832
4905,8ffc902d,6,0.962
4906,9000c111,7,0.898
4907,900dff47,6,0.982
4908,90135533,1,0.963
4909,90185b20,2,0.907
4910,901d8b27,2,0.839
4911,9024ff49,5,0.983
4912,9026b563,1,0.927
4913,90281f2d,7,0.923
4914,90295844,5,0.961
4915,902ec252,6,1.0
4916,90321640,7,0.969
4917,9046442a,11,0.864
4918,90490d80,5,0.9390000000000001
4919,9058353d,1,0.886
4920,905a7d33,5,0.911
4921,90696c6f,1,0.987
4922,9072affd,5,0.966
4923,909510aa,7,0.839
4924,9097baac,5,0.918
4925,90a73cd3,5,0.966
4926,90aa4477,7,0.937
4927,90bbb6d2,2,1.0
4928,90c47dbb,11,0.833
4929,90c9ea5f,10,0.906
4930,90cda472,3,0.896
4931,90d23b7b,0,0.953
4932,90d38f89,10,0.773
4933,90e089af,5,0.9390000000000001
4934,90e4de9a,5,1.0
4935,90e4df44,11,0.933
4936,90f5be9e,1,0.874
4937,90f7113e,11,0.997
4938,90fec39e,5,0.95
4939,910b4517,11,0.907
4940,9112a873,5,0.887
4941,9116603a,0,0.979
4942,912b56d5,10,0.888
4943,91423ff5,6,0.729
4944,914870da,5,0.971
4945,91531f0c,6,0.9319999999999999
4946,9154fbe8,4,0.956
4947,91649075,1,0.952
4948,916d3dde,5,0.951
4949,9170d591,5,0.895
4950,9170de6c,6,1.0
4951,917ab17a,4,0.959
4952,917fd377,7,0.998
4953,9195c3e5,1,0.921
4954,919621a4,6,0.94
4955,919c5bf8,11,0.6910000000000001
4956,919c9d3a,5,0.984
4957,919ca5f9,8,1.0
4958,919d0968,1,0.85
4959,91a1750f,5,0.97
4960,91a73aea,5,0.984
4961,91ac3085,6,0.97
4962,91ad575c,8,0.956
4963,91b2fa82,6,0.962
4964,91b3bdf5,9,0.7989999999999999
4965,91b60537,5,0.931
4966,91bcf2e3,2,0.83
4967,91c4ca20,2,1.0
4968,91c80972,4,0.946
4969,91d01180,5,0.945
4970,91dae1db,0,0.908
4971,91e350b3,5,0.773
4972,91edab71,5,0.813
4973,91f08752,11,0.735
4974,91f2bf55,4,0.92
4975,91f41f82,10,0.845
4976,91f65529,3,0.965
4977,91f7bc39,4,0.874
4978,91fac078,11,0.796
4979,91fc37eb,10,0.842
4980,92020840,2,0.9410000000000001
4981,92055a43,4,0.976
4982,92132f58,1,0.993
4983,92221335,6,0.938
4984,92289d5a,2,0.9359999999999999
4985,922c0ee3,1,0.957
4986,92350689,2,1.0
4987,9236afec,11,0.92
4988,923ba7db,7,0.945
4989,9240ce36,1,0.855
4990,9249918f,5,0.99
4991,9255cdfb,7,0.918
4992,9257b4e9,5,0.931
4993,92640a75,5,0.866
4994,9276855f,5,1.0
4995,927a1e03,5,0.983
4996,927ebf86,7,0.912
4997,9285ab50,11,0.967
4998,9287372b,10,0.883
4999,929337fd,6,0.9339999999999999
5000,929803cc,1,0.88
5001,92a43d25,10,0.86
5002,92a5bef9,5,0.944
5003,92a908fe,5,0.966
5004,92b1c733,5,0.964
5005,92c1ff5f,5,0.966
5006,92c44aa8,11,0.996
5007,92cc617d,5,0.976
5008,92e49a98,5,0.943
5009,92e7e20b,5,0.804
5010,92ee2171,5,0.966
5011,92f07a95,5,0.964
5012,92fd5670,2,0.923
5013,92ff5ad8,4,0.957
5014,930517d9,7,0.947
5015,93074778,3,0.906
5016,930f300b,6,0.842
5017,93127d9b,5,0.958
5018,9314628a,7,1.0
5019,9316463b,8,0.771
5020,931c79e4,6,0.852
5021,931d652d,5,0.935
5022,93239e2b,6,0.946
5023,933b41d4,5,0.9339999999999999
5024,9342abd6,7,0.754
5025,9349eeaa,8,0.991
5026,934b03ee,5,0.974
5027,935096cb,7,0.956
5028,93536746,7,0.909
5029,9353eb6d,0,0.952
5030,9357f679,1,1.0
5031,935ff564,6,0.965
5032,9369d979,5,0.954
5033,936b5643,6,0.978
5034,937457a1,4,0.928
5035,937ae7b6,7,0.996
5036,9388f561,5,0.97
5037,9389da23,5,0.97
5038,9394f27f,5,0.969
5039,939bcd53,1,0.864
5040,939c4fcb,8,0.9339999999999999
5041,93a0c38a,5,0.959
5042,93aac03b,7,0.942
5043,93c2aa87,9,0.996
5044,93ce5a5b,6,0.969
5045,93db9b5c,8,0.918
5046,93dd0d32,5,0.943
5047,93ecb73f,10,0.857
5048,93ed6df9,4,0.867
5049,93f90cf5,1,0.906
5050,93fb157f,6,0.925
5051,940bb9fc,1,0.947
5052,9421b5be,11,0.792
5053,942472f0,0,0.958
5054,94457060,5,0.918
5055,94465264,4,0.975
5056,944b2aba,4,0.973
5057,944ec2f0,8,0.996
5058,945fe04e,8,0.979
5059,9467258b,4,0.973
5060,947251f6,1,0.958
5061,947b7fcd,5,0.966
5062,94820e79,10,0.91
5063,948a3bf7,6,0.943
5064,948f7598,5,0.983
5065,949428fb,11,0.947
5066,949d6efa,4,0.984
5067,94a827f4,4,0.998
5068,94b49769,10,0.928
5069,94c07ba8,7,0.973
5070,94cfefc8,6,0.96
5071,94d3e8fa,11,0.874
5072,94d7d270,6,0.873
5073,94dee375,0,1.0
5074,94eee38d,7,0.907
5075,94ff55a4,5,0.975
5076,950c8f3a,6,0.952
5077,9512f5f3,4,0.967
5078,9515f85d,2,0.997
5079,951bd81d,2,0.886
5080,9524a67e,6,0.91
5081,952816c6,4,0.982
5082,952eae2b,4,0.993
5083,95336e73,8,0.8089999999999999
5084,9533c223,11,0.8160000000000001
5085,95347cf4,5,0.942
5086,9534c849,5,0.99
5087,9537ee4f,4,0.928
5088,95439d46,0,0.91
5089,9558557a,6,0.966
5090,955d9df4,11,0.757
5091,95621a28,5,0.977
5092,956cb8e5,6,0.9319999999999999
5093,956ea9f0,4,0.97
5094,95996b76,6,0.787
5095,95b51bbc,7,0.924
5096,95bcba9c,2,0.916
5097,95bfa78b,10,0.8260000000000001
5098,95c1c3a5,4,1.0
5099,95c6080e,5,0.991
5100,95eeaf69,4,0.948
5101,95f29003,6,0.961
5102,95f63950,8,0.741
5103,95fe52f1,5,0.946
5104,96077d31,0,0.995
5105,96088489,8,1.0
5106,9610adab,3,0.7989999999999999
5107,96127a73,1,0.9339999999999999
5108,96158d67,10,0.954
5109,963a99ea,2,0.929
5110,963bab7d,6,0.976
5111,96485135,8,1.0
5112,9648e995,6,0.945
5113,964c9a3f,5,0.926
5114,9662c5d2,4,0.9359999999999999
5115,96657769,1,0.868
5116,9675fbcc,4,0.953
5117,967c2af7,6,0.912
5118,9685ddfc,6,0.949
5119,968d63a2,2,0.846
5120,969ae841,6,0.898
5121,96aa670c,1,1.0
5122,96b1a7fe,2,0.891
5123,96b288db,2,0.858
5124,96bac511,5,0.956
5125,96dc51c7,4,0.861
5126,96e017c1,2,0.872
5127,96e6c9a9,7,0.902
5128,96fae87e,11,0.949
5129,96fdcb76,6,0.6599999999999999
5130,971002e5,10,0.919
5131,9713f9ee,11,0.735
5132,971a1f48,1,0.967
5133,971e12f3,6,0.901
5134,97240310,1,1.0
5135,972df03f,11,0.845
5136,973593b6,6,0.975
5137,97388bd3,5,0.963
5138,973c44fa,6,0.945
5139,976940b2,5,0.868
5140,977e6bff,10,0.829
5141,9780a4d0,1,0.847
5142,9782cbd9,8,0.751
5143,9798caa8,5,1.0
5144,979fffa9,7,0.7969999999999999
5145,97a310b0,10,0.935
5146,97c132ac,4,0.9319999999999999
5147,97c3622f,8,0.845
5148,97c7728d,1,0.952
5149,97ccae87,7,0.948
5150,97cf9ed6,5,0.94
5151,97e95d92,6,0.923
5152,97eeb431,7,0.854
5153,97f26d09,0,1.0
5154,980bad19,8,0.865
5155,981f10c6,9,0.821
5156,982bf942,1,0.81
5157,982caba9,5,0.935
5158,982f9dba,4,0.91
5159,9834e6ad,4,0.965
5160,98373cb5,6,0.9410000000000001
5161,983b90ca,2,0.995
5162,98460690,0,0.917
5163,984650e5,4,0.952
5164,984c2d18,11,0.92
5165,9854a579,1,0.951
5166,98625e6e,6,0.87
5167,986bbbec,8,0.753
5168,9870cd44,5,0.988
5169,987124c8,0,0.925
5170,989157b4,6,0.794
5171,98a0a1ea,5,0.951
5172,98a7bfba,7,0.883
5173,98aeca32,5,0.973
5174,98b58afd,2,0.829
5175,98b825b4,5,0.976
5176,98b9a765,7,0.906
5177,98bf873e,7,0.945
5178,98d70eaa,2,0.862
5179,98df8a0c,5,0.9390000000000001
5180,98e06e84,6,0.91
5181,98e19850,6,0.84
5182,98e636ac,1,1.0
5183,98ed625b,7,0.913
5184,98ee8eda,11,0.806
5185,98f30008,9,0.96
5186,98fd6dce,11,0.8029999999999999
5187,9901d450,5,0.991
5188,990240ab,11,1.0
5189,9906d64c,1,0.843
5190,9908112e,5,0.985
5191,990c5835,8,0.999
5192,99278775,7,0.92
5193,9933b2a8,11,1.0
5194,9938e5fa,11,0.883
5195,993cee31,1,0.9
5196,99403896,1,0.979
5197,994ca1c2,7,0.752
5198,994e8d91,0,0.87
5199,99579c71,6,0.943
5200,995b5c4a,7,0.953
5201,996024e3,5,0.969
5202,9966ef85,2,0.96
5203,997547c5,4,0.981
5204,997a8e8d,4,0.8160000000000001
5205,997f0786,6,0.973
5206,99808036,4,0.96
5207,9993b48b,1,0.859
5208,999622b9,2,0.954
5209,999f4aac,6,0.846
5210,99aa77ff,11,1.0
5211,99b62227,5,0.886
5212,99c1f1b2,7,0.773
5213,99c7d6dc,7,0.994
5214,99d2270e,5,0.973
5215,99d496fb,2,0.938
5216,99ddea95,6,0.925
5217,99e75d15,3,0.837
5218,99ea7e0b,7,0.834
5219,99ed53f4,5,0.968
5220,99f14aa8,4,0.912
5221,99fbd7e1,2,0.813
5222,99fc0355,5,0.956
5223,9a0ceea4,5,0.931
5224,9a143d74,6,0.977
5225,9a3e9b7c,4,0.885
5226,9a3effb2,6,0.817
5227,9a3fbbc2,3,0.935
5228,9a547ffb,5,0.929
5229,9a5749ef,0,0.929
5230,9a5a7958,8,1.0
5231,9a5cff6b,11,0.867
5232,9a6686da,0,0.902
5233,9a67bb1a,5,0.937
5234,9a68bfcf,1,0.869
5235,9a6abb7b,7,0.901
5236,9a760eee,10,0.758
5237,9a86f498,2,0.897
5238,9a87c641,7,0.964
5239,9a8b80e5,10,0.844
5240,9a945658,11,0.9339999999999999
5241,9a96ac95,6,0.852
5242,9aa428a3,3,0.986
5243,9aa61443,8,0.718
5244,9aa76ebf,11,0.757
5245,9aa7a6f8,5,0.906
5246,9aa97a9f,6,0.97
5247,9aba31fc,6,0.794
5248,9ac7ed02,0,0.914
5249,9ac8a945,7,0.904
5250,9ac8d8fd,2,0.935
5251,9ad07264,7,0.789
5252,9ad3ee58,5,0.946
5253,9ad82a18,10,0.7150000000000001
5254,9ad9b4e9,9,0.769
5255,9adabc96,7,0.924
5256,9ae19cf3,5,0.992
5257,9aebda39,7,0.851
5258,9aebf7de,6,0.999
5259,9af6c381,1,0.951
5260,9afd6217,4,0.981
5261,9b09ce4c,10,0.865
5262,9b0e219a,8,0.9319999999999999
5263,9b145844,11,0.791
5264,9b147a85,4,0.767
5265,9b218a01,10,0.831
5266,9b2276f2,11,0.949
5267,9b4fc150,5,0.965
5268,9b54228c,7,0.985
5269,9b696998,2,0.862
