chipid,month
521e0fe7,3
521e0fe7,4
521e0fe7,5
521e0fe7,6
521e0fe7,7
521e0fe7,8
521e0fe7,9
521e0fe7,10
521e0fe7,11
5228e21d,0
5228e21d,1
5228e21d,2
5228e21d,3
5228e21d,4
5228e21d,5
5228e21d,6
5228e21d,7
5228e21d,8
5228e21d,9
5228e21d,10
5228e21d,11
522a5ee6,0
522a5ee6,1
522a5ee6,2
522a5ee6,3
522a5ee6,4
522a5ee6,5
522a5ee6,6
522a5ee6,7
522a5ee6,8
522a5ee6,9
522a5ee6,10
522a5ee6,11
522ca516,0
522ca516,1
522ca516,2
522ca516,3
522ca516,4
522ca516,5
522ca516,6
522ca516,7
522ca516,8
522ca516,9
522ca516,10
522ca516,11
52343e5a,0
52343e5a,1
52343e5a,2
52343e5a,3
52343e5a,4
52343e5a,5
52343e5a,6
52343e5a,7
52343e5a,8
52343e5a,9
52343e5a,10
52343e5a,11
52388b34,0
52388b34,1
52388b34,2
52388b34,3
52388b34,4
52388b34,5
52388b34,6
52388b34,7
52388b34,8
52388b34,9
52388b34,10
52388b34,11
52514952,0
52514952,1
52514952,2
52514952,3
52514952,4
52514952,5
52514952,6
52514952,7
52514952,8
52514952,9
52514952,10
52514952,11
52558579,0
52558579,1
52558579,2
52558579,3
52558579,4
52558579,5
52558579,6
52558579,7
52558579,8
52558579,9
52558579,10
52558579,11
525bb92e,0
525bb92e,1
525bb92e,2
525bb92e,3
525bb92e,4
525bb92e,5
525bb92e,6
525bb92e,7
525bb92e,8
525bb92e,9
525bb92e,10
525bb92e,11
526b95e5,0
526b95e5,1
526b95e5,2
526b95e5,3
526b95e5,4
526b95e5,5
526b95e5,6
526b95e5,7
526b95e5,8
526b95e5,9
526b95e5,10
526b95e5,11
526ef3bd,0
526ef3bd,1
526ef3bd,2
526ef3bd,3
526ef3bd,4
526ef3bd,5
526ef3bd,6
526ef3bd,7
526ef3bd,8
526ef3bd,9
526ef3bd,10
526ef3bd,11
5273ccbe,0
5273ccbe,1
5273ccbe,2
5273ccbe,3
5273ccbe,4
5273ccbe,5
5273ccbe,6
5273ccbe,7
5273ccbe,8
5273ccbe,9
5273ccbe,10
5273ccbe,11
52796af6,0
52796af6,1
52796af6,2
52796af6,3
52796af6,4
52796af6,5
52796af6,6
52796af6,7
52796af6,8
52796af6,9
52796af6,10
52796af6,11
5283a848,0
5283a848,1
5283a848,2
5283a848,3
5283a848,4
5283a848,5
5283a848,6
5283a848,7
5283a848,8
5283a848,9
5283a848,10
5283a848,11
5284768d,0
5284768d,1
5284768d,2
5284768d,3
5284768d,4
5284768d,5
5284768d,6
5284768d,7
5284768d,8
5284768d,9
5284768d,10
5284768d,11
52858760,0
52858760,1
52858760,2
52858760,3
52858760,4
52858760,5
52858760,6
52858760,7
52858760,8
52858760,9
52858760,10
52858760,11
5285cfd2,0
5285cfd2,1
5285cfd2,2
5285cfd2,3
5285cfd2,4
5285cfd2,5
5285cfd2,6
5285cfd2,7
5285cfd2,8
5285cfd2,9
5285cfd2,10
5285cfd2,11
528901fc,0
528901fc,1
528901fc,2
528901fc,3
528901fc,4
528901fc,5
528901fc,6
528901fc,7
528901fc,8
528901fc,9
528901fc,10
528901fc,11
5291a9df,0
5291a9df,1
5291a9df,2
5291a9df,3
5291a9df,4
5291a9df,5
5291a9df,6
5291a9df,7
5291a9df,8
5291a9df,9
5291a9df,10
5291a9df,11
5294c4a7,0
5294c4a7,1
5294c4a7,2
5294c4a7,3
5294c4a7,4
5294c4a7,5
5294c4a7,6
5294c4a7,7
5294c4a7,8
5294c4a7,9
5294c4a7,10
5294c4a7,11
52953c9a,0
52953c9a,1
52953c9a,2
52953c9a,3
52953c9a,4
52953c9a,5
52953c9a,6
52953c9a,7
52953c9a,8
52953c9a,9
52953c9a,10
52953c9a,11
5299d3bf,0
5299d3bf,1
5299d3bf,2
5299d3bf,3
5299d3bf,4
5299d3bf,5
5299d3bf,6
5299d3bf,7
5299d3bf,8
5299d3bf,9
5299d3bf,10
5299d3bf,11
52a7360d,0
52a7360d,1
52a7360d,2
52a7360d,3
52a7360d,4
52a7360d,5
52a7360d,6
52a7360d,7
52a7360d,8
52a7360d,9
52a7360d,10
52a7360d,11
52a84c5a,0
52a84c5a,1
52a84c5a,2
52a84c5a,3
52a84c5a,4
52a84c5a,5
52a84c5a,6
52a84c5a,7
52a84c5a,8
52a84c5a,9
52a84c5a,10
52a84c5a,11
52b1d478,0
52b1d478,1
52b1d478,2
52b1d478,3
52b1d478,4
52b1d478,5
52b1d478,6
52b1d478,7
52b1d478,8
52b1d478,9
52b1d478,10
52b1d478,11
52b51a6d,0
52b51a6d,1
52b51a6d,2
52b51a6d,3
52b51a6d,4
52b51a6d,5
52b51a6d,6
52b51a6d,7
52b51a6d,8
52b51a6d,9
52b51a6d,10
52b51a6d,11
52b61aa4,0
52b61aa4,1
52b61aa4,2
52b61aa4,3
52b61aa4,4
52b61aa4,5
52b61aa4,6
52b61aa4,7
52b61aa4,8
52b61aa4,9
52b61aa4,10
52b61aa4,11
52b68f9f,0
52b68f9f,1
52b68f9f,2
52b68f9f,3
52b68f9f,4
52b68f9f,5
52b68f9f,6
52b68f9f,7
52b68f9f,8
52b68f9f,9
52b68f9f,10
52b68f9f,11
52bd8dd9,0
52bd8dd9,1
52bd8dd9,2
52bd8dd9,3
52bd8dd9,4
52bd8dd9,5
52bd8dd9,6
52bd8dd9,7
52bd8dd9,8
52bd8dd9,9
52bd8dd9,10
52bd8dd9,11
52d4b426,0
52d4b426,1
52d4b426,2
52d4b426,3
52d4b426,4
52d4b426,5
52d4b426,6
52d4b426,7
52d4b426,8
52d4b426,9
52d4b426,10
52d4b426,11
52dab989,0
52dab989,1
52dab989,2
52dab989,3
52dab989,4
52dab989,5
52dab989,6
52dab989,7
52dab989,8
52dab989,9
52dab989,10
52dab989,11
52de3fbe,0
52de3fbe,1
52de3fbe,2
52de3fbe,3
52de3fbe,4
52de3fbe,5
52de3fbe,6
52de3fbe,7
52de3fbe,8
52de3fbe,9
52de3fbe,10
52de3fbe,11
52e1d361,0
52e1d361,1
52e1d361,2
52e1d361,3
52e1d361,4
52e1d361,5
52e1d361,6
52e1d361,7
52e1d361,8
52e1d361,9
52e1d361,10
52e1d361,11
52e56fd7,0
52e56fd7,1
52e56fd7,2
52e56fd7,3
52e56fd7,4
52e56fd7,5
52e56fd7,6
52e56fd7,7
52e56fd7,8
52e56fd7,9
52e56fd7,10
52e56fd7,11
52f0ea60,0
52f0ea60,1
52f0ea60,2
52f0ea60,3
52f0ea60,4
52f0ea60,5
52f0ea60,6
52f0ea60,7
52f0ea60,8
52f0ea60,9
52f0ea60,10
52f0ea60,11
52f2b7a1,0
52f2b7a1,1
52f2b7a1,2
52f2b7a1,3
52f2b7a1,4
52f2b7a1,5
52f2b7a1,6
52f2b7a1,7
52f2b7a1,8
52f2b7a1,9
52f2b7a1,10
52f2b7a1,11
52f48bda,0
52f48bda,1
52f48bda,2
52f48bda,3
52f48bda,4
52f48bda,5
52f48bda,6
52f48bda,7
52f48bda,8
52f48bda,9
52f48bda,10
52f48bda,11
52f8b1a0,0
52f8b1a0,1
52f8b1a0,2
52f8b1a0,3
52f8b1a0,4
52f8b1a0,5
52f8b1a0,6
52f8b1a0,7
52f8b1a0,8
52f8b1a0,9
52f8b1a0,10
52f8b1a0,11
52fc4b30,0
52fc4b30,1
52fc4b30,2
52fc4b30,3
52fc4b30,4
52fc4b30,5
52fc4b30,6
52fc4b30,7
52fc4b30,8
52fc4b30,9
52fc4b30,10
52fc4b30,11
5302c05a,0
5302c05a,1
5302c05a,2
5302c05a,3
5302c05a,4
5302c05a,5
5302c05a,6
5302c05a,7
5302c05a,8
5302c05a,9
5302c05a,10
5302c05a,11
53095eac,0
53095eac,1
53095eac,2
53095eac,3
53095eac,4
53095eac,5
53095eac,6
53095eac,7
53095eac,8
53095eac,9
53095eac,10
53095eac,11
53102c1e,0
53102c1e,1
53102c1e,2
53102c1e,3
53102c1e,4
53102c1e,5
53102c1e,6
53102c1e,7
53102c1e,8
53102c1e,9
53102c1e,10
53102c1e,11
5314a294,0
5314a294,1
5314a294,2
5314a294,3
5314a294,4
5314a294,5
5314a294,6
5314a294,7
5314a294,8
5314a294,9
5314a294,10
5314a294,11
53190565,0
53190565,1
53190565,2
53190565,3
53190565,4
53190565,5
53190565,6
53190565,7
53190565,8
53190565,9
53190565,10
53190565,11
531965df,0
531965df,1
531965df,2
531965df,3
531965df,4
531965df,5
531965df,6
531965df,7
531965df,8
531965df,9
531965df,10
531965df,11
532a13ca,0
532a13ca,1
532a13ca,2
532a13ca,3
532a13ca,4
532a13ca,5
532a13ca,6
532a13ca,7
532a13ca,8
532a13ca,9
532a13ca,10
532a13ca,11
53313913,0
53313913,1
53313913,2
53313913,3
53313913,4
53313913,5
53313913,6
53313913,7
53313913,8
53313913,9
53313913,10
53313913,11
533c14e4,0
533c14e4,1
533c14e4,2
533c14e4,3
533c14e4,4
533c14e4,5
533c14e4,6
533c14e4,7
533c14e4,8
533c14e4,9
533c14e4,10
533c14e4,11
533d3ca4,0
533d3ca4,1
533d3ca4,2
533d3ca4,3
533d3ca4,4
533d3ca4,5
533d3ca4,6
533d3ca4,7
533d3ca4,8
533d3ca4,9
533d3ca4,10
533d3ca4,11
534539a2,0
534539a2,1
534539a2,2
534539a2,3
534539a2,4
534539a2,5
534539a2,6
534539a2,7
534539a2,8
534539a2,9
534539a2,10
534539a2,11
53514e68,0
53514e68,1
53514e68,2
53514e68,3
53514e68,4
53514e68,5
53514e68,6
53514e68,7
53514e68,8
53514e68,9
53514e68,10
53514e68,11
5351ff3e,0
5351ff3e,1
5351ff3e,2
5351ff3e,3
5351ff3e,4
5351ff3e,5
5351ff3e,6
5351ff3e,7
5351ff3e,8
5351ff3e,9
5351ff3e,10
5351ff3e,11
5352ace9,0
5352ace9,1
5352ace9,2
5352ace9,3
5352ace9,4
5352ace9,5
5352ace9,6
5352ace9,7
5352ace9,8
5352ace9,9
5352ace9,10
5352ace9,11
535a4670,0
535a4670,1
535a4670,2
535a4670,3
535a4670,4
535a4670,5
535a4670,6
535a4670,7
535a4670,8
535a4670,9
535a4670,10
535a4670,11
5372d691,0
5372d691,1
5372d691,2
5372d691,3
5372d691,4
5372d691,5
5372d691,6
5372d691,7
5372d691,8
5372d691,9
5372d691,10
5372d691,11
5374e3e1,0
5374e3e1,1
5374e3e1,2
5374e3e1,3
5374e3e1,4
5374e3e1,5
5374e3e1,6
5374e3e1,7
5374e3e1,8
5374e3e1,9
5374e3e1,10
5374e3e1,11
53771de5,0
53771de5,1
53771de5,2
53771de5,3
53771de5,4
53771de5,5
53771de5,6
53771de5,7
53771de5,8
53771de5,9
53771de5,10
53771de5,11
5379604b,0
5379604b,1
5379604b,2
5379604b,3
5379604b,4
5379604b,5
5379604b,6
5379604b,7
5379604b,8
5379604b,9
5379604b,10
5379604b,11
537f2249,0
537f2249,1
537f2249,2
537f2249,3
537f2249,4
537f2249,5
537f2249,6
537f2249,7
537f2249,8
537f2249,9
537f2249,10
537f2249,11
5396004d,0
5396004d,1
5396004d,2
5396004d,3
5396004d,4
5396004d,5
5396004d,6
5396004d,7
5396004d,8
5396004d,9
5396004d,10
5396004d,11
539af514,0
539af514,1
539af514,2
539af514,3
539af514,4
539af514,5
539af514,6
539af514,7
539af514,8
539af514,9
539af514,10
539af514,11
539f369f,0
539f369f,1
539f369f,2
539f369f,3
539f369f,4
539f369f,5
539f369f,6
539f369f,7
539f369f,8
539f369f,9
539f369f,10
539f369f,11
53b4e229,0
53b4e229,1
53b4e229,2
53b4e229,3
53b4e229,4
53b4e229,5
53b4e229,6
53b4e229,7
53b4e229,8
53b4e229,9
53b4e229,10
53b4e229,11
53ba7024,0
53ba7024,1
53ba7024,2
53ba7024,3
53ba7024,4
53ba7024,5
53ba7024,6
53ba7024,7
53ba7024,8
53ba7024,9
53ba7024,10
53ba7024,11
53cc4958,0
53cc4958,1
53cc4958,2
53cc4958,3
53cc4958,4
53cc4958,5
53cc4958,6
53cc4958,7
53cc4958,8
53cc4958,9
53cc4958,10
53cc4958,11
53d88292,0
53d88292,1
53d88292,2
53d88292,3
53d88292,4
53d88292,5
53d88292,6
53d88292,7
53d88292,8
53d88292,9
53d88292,10
53d88292,11
53e93b9f,0
53e93b9f,1
53e93b9f,2
53e93b9f,3
53e93b9f,4
53e93b9f,5
53e93b9f,6
53e93b9f,7
53e93b9f,8
53e93b9f,9
53e93b9f,10
53e93b9f,11
53ebd040,0
53ebd040,1
53ebd040,2
53ebd040,3
53ebd040,4
53ebd040,5
53ebd040,6
53ebd040,7
53ebd040,8
53ebd040,9
53ebd040,10
53ebd040,11
53f78be8,0
53f78be8,1
53f78be8,2
53f78be8,3
53f78be8,4
53f78be8,5
53f78be8,6
53f78be8,7
53f78be8,8
53f78be8,9
53f78be8,10
53f78be8,11
53febcb2,0
53febcb2,1
53febcb2,2
53febcb2,3
53febcb2,4
53febcb2,5
53febcb2,6
53febcb2,7
53febcb2,8
53febcb2,9
53febcb2,10
53febcb2,11
5400b6c7,0
5400b6c7,1
5400b6c7,2
5400b6c7,3
5400b6c7,4
5400b6c7,5
5400b6c7,6
5400b6c7,7
5400b6c7,8
5400b6c7,9
5400b6c7,10
5400b6c7,11
54054b63,0
54054b63,1
54054b63,2
54054b63,3
54054b63,4
54054b63,5
54054b63,6
54054b63,7
54054b63,8
54054b63,9
54054b63,10
54054b63,11
540681f3,0
540681f3,1
540681f3,2
540681f3,3
540681f3,4
540681f3,5
540681f3,6
540681f3,7
540681f3,8
540681f3,9
540681f3,10
540681f3,11
54085657,0
54085657,1
54085657,2
54085657,3
54085657,4
54085657,5
54085657,6
54085657,7
54085657,8
54085657,9
54085657,10
54085657,11
541d6d32,0
541d6d32,1
541d6d32,2
541d6d32,3
541d6d32,4
541d6d32,5
541d6d32,6
541d6d32,7
541d6d32,8
541d6d32,9
541d6d32,10
541d6d32,11
5428ba1b,0
5428ba1b,1
5428ba1b,2
5428ba1b,3
5428ba1b,4
5428ba1b,5
5428ba1b,6
5428ba1b,7
5428ba1b,8
5428ba1b,9
5428ba1b,10
5428ba1b,11
54295bdf,0
54295bdf,1
54295bdf,2
54295bdf,3
54295bdf,4
54295bdf,5
54295bdf,6
54295bdf,7
54295bdf,8
54295bdf,9
54295bdf,10
54295bdf,11
542e88e7,0
542e88e7,1
542e88e7,2
542e88e7,3
542e88e7,4
542e88e7,5
542e88e7,6
542e88e7,7
542e88e7,8
542e88e7,9
542e88e7,10
542e88e7,11
543585f7,0
543585f7,1
543585f7,2
543585f7,3
543585f7,4
543585f7,5
543585f7,6
543585f7,7
543585f7,8
543585f7,9
543585f7,10
543585f7,11
54389ec2,0
54389ec2,1
54389ec2,2
54389ec2,3
54389ec2,4
54389ec2,5
54389ec2,6
54389ec2,7
54389ec2,8
54389ec2,9
54389ec2,10
54389ec2,11
5442d1d0,0
5442d1d0,1
5442d1d0,2
5442d1d0,3
5442d1d0,4
5442d1d0,5
5442d1d0,6
5442d1d0,7
5442d1d0,8
5442d1d0,9
5442d1d0,10
5442d1d0,11
54481bc6,0
54481bc6,1
54481bc6,2
54481bc6,3
54481bc6,4
54481bc6,5
54481bc6,6
54481bc6,7
54481bc6,8
54481bc6,9
54481bc6,10
54481bc6,11
544f9d7d,0
544f9d7d,1
544f9d7d,2
544f9d7d,3
544f9d7d,4
544f9d7d,5
544f9d7d,6
544f9d7d,7
544f9d7d,8
544f9d7d,9
544f9d7d,10
544f9d7d,11
545fffcb,0
545fffcb,1
545fffcb,2
545fffcb,3
545fffcb,4
545fffcb,5
545fffcb,6
545fffcb,7
545fffcb,8
545fffcb,9
545fffcb,10
545fffcb,11
547806f3,0
547806f3,1
547806f3,2
547806f3,3
547806f3,4
547806f3,5
547806f3,6
547806f3,7
547806f3,8
547806f3,9
547806f3,10
547806f3,11
547c803a,0
547c803a,1
547c803a,2
547c803a,3
547c803a,4
547c803a,5
547c803a,6
547c803a,7
547c803a,8
547c803a,9
547c803a,10
547c803a,11
547decc6,0
547decc6,1
547decc6,2
547decc6,3
547decc6,4
547decc6,5
547decc6,6
547decc6,7
547decc6,8
547decc6,9
547decc6,10
547decc6,11
54812e2a,0
54812e2a,1
54812e2a,2
54812e2a,3
54812e2a,4
54812e2a,5
54812e2a,6
54812e2a,7
54812e2a,8
54812e2a,9
54812e2a,10
54812e2a,11
548e3296,0
548e3296,1
548e3296,2
548e3296,3
548e3296,4
548e3296,5
548e3296,6
548e3296,7
548e3296,8
548e3296,9
548e3296,10
548e3296,11
54964462,0
54964462,1
54964462,2
54964462,3
54964462,4
54964462,5
54964462,6
54964462,7
54964462,8
54964462,9
54964462,10
54964462,11
54a84b0c,0
54a84b0c,1
54a84b0c,2
54a84b0c,3
54a84b0c,4
54a84b0c,5
54a84b0c,6
54a84b0c,7
54a84b0c,8
54a84b0c,9
54a84b0c,10
54a84b0c,11
54bc9277,0
54bc9277,1
54bc9277,2
54bc9277,3
54bc9277,4
54bc9277,5
54bc9277,6
54bc9277,7
54bc9277,8
54bc9277,9
54bc9277,10
54bc9277,11
54c52bec,0
54c52bec,1
54c52bec,2
54c52bec,3
54c52bec,4
54c52bec,5
54c52bec,6
54c52bec,7
54c52bec,8
54c52bec,9
54c52bec,10
54c52bec,11
54ce411e,0
54ce411e,1
54ce411e,2
54ce411e,3
54ce411e,4
54ce411e,5
54ce411e,6
54ce411e,7
54ce411e,8
54ce411e,9
54ce411e,10
54ce411e,11
54d9f1fa,0
54d9f1fa,1
54d9f1fa,2
54d9f1fa,3
54d9f1fa,4
54d9f1fa,5
54d9f1fa,6
54d9f1fa,7
54d9f1fa,8
54d9f1fa,9
54d9f1fa,10
54d9f1fa,11
54db0708,0
54db0708,1
54db0708,2
54db0708,3
54db0708,4
54db0708,5
54db0708,6
54db0708,7
54db0708,8
54db0708,9
54db0708,10
54db0708,11
54e0766a,0
54e0766a,1
54e0766a,2
54e0766a,3
54e0766a,4
54e0766a,5
54e0766a,6
54e0766a,7
54e0766a,8
54e0766a,9
54e0766a,10
54e0766a,11
54e46809,0
54e46809,1
54e46809,2
54e46809,3
54e46809,4
54e46809,5
54e46809,6
54e46809,7
54e46809,8
54e46809,9
54e46809,10
54e46809,11
54f70d6c,0
54f70d6c,1
54f70d6c,2
54f70d6c,3
54f70d6c,4
54f70d6c,5
54f70d6c,6
54f70d6c,7
54f70d6c,8
54f70d6c,9
54f70d6c,10
54f70d6c,11
55041ffd,0
55041ffd,1
55041ffd,2
55041ffd,3
55041ffd,4
55041ffd,5
55041ffd,6
55041ffd,7
55041ffd,8
55041ffd,9
55041ffd,10
55041ffd,11
550f9800,0
550f9800,1
550f9800,2
550f9800,3
550f9800,4
550f9800,5
550f9800,6
550f9800,7
550f9800,8
550f9800,9
550f9800,10
550f9800,11
551a3757,0
551a3757,1
551a3757,2
551a3757,3
551a3757,4
551a3757,5
551a3757,6
551a3757,7
551a3757,8
551a3757,9
551a3757,10
551a3757,11
551fa016,0
551fa016,1
551fa016,2
551fa016,3
551fa016,4
551fa016,5
551fa016,6
551fa016,7
551fa016,8
551fa016,9
551fa016,10
551fa016,11
5521a4ea,0
5521a4ea,1
5521a4ea,2
5521a4ea,3
5521a4ea,4
5521a4ea,5
5521a4ea,6
5521a4ea,7
5521a4ea,8
5521a4ea,9
5521a4ea,10
5521a4ea,11
55342174,0
55342174,1
55342174,2
55342174,3
55342174,4
55342174,5
55342174,6
55342174,7
55342174,8
55342174,9
55342174,10
55342174,11
5535580b,0
5535580b,1
5535580b,2
5535580b,3
5535580b,4
5535580b,5
5535580b,6
5535580b,7
5535580b,8
5535580b,9
5535580b,10
5535580b,11
55390d2c,0
55390d2c,1
55390d2c,2
55390d2c,3
55390d2c,4
55390d2c,5
55390d2c,6
55390d2c,7
55390d2c,8
55390d2c,9
55390d2c,10
55390d2c,11
5540b5f2,0
5540b5f2,1
5540b5f2,2
5540b5f2,3
5540b5f2,4
5540b5f2,5
5540b5f2,6
5540b5f2,7
5540b5f2,8
5540b5f2,9
5540b5f2,10
5540b5f2,11
5544f69b,0
5544f69b,1
5544f69b,2
5544f69b,3
5544f69b,4
5544f69b,5
5544f69b,6
5544f69b,7
5544f69b,8
5544f69b,9
5544f69b,10
5544f69b,11
5549a5f1,0
5549a5f1,1
5549a5f1,2
5549a5f1,3
5549a5f1,4
5549a5f1,5
5549a5f1,6
5549a5f1,7
5549a5f1,8
5549a5f1,9
5549a5f1,10
5549a5f1,11
554ed1e7,0
554ed1e7,1
554ed1e7,2
554ed1e7,3
554ed1e7,4
554ed1e7,5
554ed1e7,6
554ed1e7,7
554ed1e7,8
554ed1e7,9
554ed1e7,10
554ed1e7,11
55628ff0,0
55628ff0,1
55628ff0,2
55628ff0,3
55628ff0,4
55628ff0,5
55628ff0,6
55628ff0,7
55628ff0,8
55628ff0,9
55628ff0,10
55628ff0,11
556c970c,0
556c970c,1
556c970c,2
556c970c,3
556c970c,4
556c970c,5
556c970c,6
556c970c,7
556c970c,8
556c970c,9
556c970c,10
556c970c,11
55774706,0
55774706,1
55774706,2
55774706,3
55774706,4
55774706,5
55774706,6
55774706,7
55774706,8
55774706,9
55774706,10
55774706,11
55859646,0
55859646,1
55859646,2
55859646,3
55859646,4
55859646,5
55859646,6
55859646,7
55859646,8
55859646,9
55859646,10
55859646,11
5589401a,0
5589401a,1
5589401a,2
5589401a,3
5589401a,4
5589401a,5
5589401a,6
5589401a,7
5589401a,8
5589401a,9
5589401a,10
5589401a,11
5589d381,0
5589d381,1
5589d381,2
5589d381,3
5589d381,4
5589d381,5
5589d381,6
5589d381,7
5589d381,8
5589d381,9
5589d381,10
5589d381,11
558a3569,0
558a3569,1
558a3569,2
558a3569,3
558a3569,4
558a3569,5
558a3569,6
558a3569,7
558a3569,8
558a3569,9
558a3569,10
558a3569,11
55934a27,0
55934a27,1
55934a27,2
55934a27,3
55934a27,4
55934a27,5
55934a27,6
55934a27,7
55934a27,8
55934a27,9
55934a27,10
55934a27,11
559fb870,0
559fb870,1
559fb870,2
559fb870,3
559fb870,4
559fb870,5
559fb870,6
559fb870,7
559fb870,8
559fb870,9
559fb870,10
559fb870,11
55a14920,0
55a14920,1
55a14920,2
55a14920,3
55a14920,4
55a14920,5
55a14920,6
55a14920,7
55a14920,8
55a14920,9
55a14920,10
55a14920,11
55a896f3,0
55a896f3,1
55a896f3,2
55a896f3,3
55a896f3,4
55a896f3,5
55a896f3,6
55a896f3,7
55a896f3,8
55a896f3,9
55a896f3,10
55a896f3,11
55b5ee21,0
55b5ee21,1
55b5ee21,2
55b5ee21,3
55b5ee21,4
55b5ee21,5
55b5ee21,6
55b5ee21,7
55b5ee21,8
55b5ee21,9
55b5ee21,10
55b5ee21,11
55bf8168,0
55bf8168,1
55bf8168,2
55bf8168,3
55bf8168,4
55bf8168,5
55bf8168,6
55bf8168,7
55bf8168,8
55bf8168,9
55bf8168,10
55bf8168,11
55c1e6c2,0
55c1e6c2,1
55c1e6c2,2
55c1e6c2,3
55c1e6c2,4
55c1e6c2,5
55c1e6c2,6
55c1e6c2,7
55c1e6c2,8
55c1e6c2,9
55c1e6c2,10
55c1e6c2,11
55cb218e,0
55cb218e,1
55cb218e,2
55cb218e,3
55cb218e,4
55cb218e,5
55cb218e,6
55cb218e,7
55cb218e,8
55cb218e,9
55cb218e,10
55cb218e,11
55d48e54,0
55d48e54,1
55d48e54,2
55d48e54,3
55d48e54,4
55d48e54,5
55d48e54,6
55d48e54,7
55d48e54,8
55d48e54,9
55d48e54,10
55d48e54,11
55dcd434,0
55dcd434,1
55dcd434,2
55dcd434,3
55dcd434,4
55dcd434,5
55dcd434,6
55dcd434,7
55dcd434,8
55dcd434,9
55dcd434,10
55dcd434,11
55e2c53c,0
55e2c53c,1
55e2c53c,2
55e2c53c,3
55e2c53c,4
55e2c53c,5
55e2c53c,6
55e2c53c,7
55e2c53c,8
55e2c53c,9
55e2c53c,10
55e2c53c,11
55e9ff65,0
55e9ff65,1
55e9ff65,2
55e9ff65,3
55e9ff65,4
55e9ff65,5
55e9ff65,6
55e9ff65,7
55e9ff65,8
55e9ff65,9
55e9ff65,10
55e9ff65,11
55ef592c,0
55ef592c,1
55ef592c,2
55ef592c,3
55ef592c,4
55ef592c,5
55ef592c,6
55ef592c,7
55ef592c,8
55ef592c,9
55ef592c,10
55ef592c,11
55f08b33,0
55f08b33,1
55f08b33,2
55f08b33,3
55f08b33,4
55f08b33,5
55f08b33,6
55f08b33,7
55f08b33,8
55f08b33,9
55f08b33,10
55f08b33,11
55f1937c,0
55f1937c,1
55f1937c,2
55f1937c,3
55f1937c,4
55f1937c,5
55f1937c,6
55f1937c,7
55f1937c,8
55f1937c,9
55f1937c,10
55f1937c,11
55faa971,0
55faa971,1
55faa971,2
55faa971,3
55faa971,4
55faa971,5
55faa971,6
55faa971,7
55faa971,8
55faa971,9
55faa971,10
55faa971,11
560d3c21,0
560d3c21,1
560d3c21,2
560d3c21,3
560d3c21,4
560d3c21,5
560d3c21,6
560d3c21,7
560d3c21,8
560d3c21,9
560d3c21,10
560d3c21,11
561ada71,0
561ada71,1
561ada71,2
561ada71,3
561ada71,4
561ada71,5
561ada71,6
561ada71,7
561ada71,8
561ada71,9
561ada71,10
561ada71,11
561b866f,0
561b866f,1
561b866f,2
561b866f,3
561b866f,4
561b866f,5
561b866f,6
561b866f,7
561b866f,8
561b866f,9
561b866f,10
561b866f,11
5621aa3b,0
5621aa3b,1
5621aa3b,2
5621aa3b,3
5621aa3b,4
5621aa3b,5
5621aa3b,6
5621aa3b,7
5621aa3b,8
5621aa3b,9
5621aa3b,10
5621aa3b,11
56274ceb,0
56274ceb,1
56274ceb,2
56274ceb,3
56274ceb,4
56274ceb,5
56274ceb,6
56274ceb,7
56274ceb,8
56274ceb,9
56274ceb,10
56274ceb,11
562c8385,0
562c8385,1
562c8385,2
562c8385,3
562c8385,4
562c8385,5
562c8385,6
562c8385,7
562c8385,8
562c8385,9
562c8385,10
562c8385,11
562d07cb,0
562d07cb,1
562d07cb,2
562d07cb,3
562d07cb,4
562d07cb,5
562d07cb,6
562d07cb,7
562d07cb,8
562d07cb,9
562d07cb,10
562d07cb,11
56400043,0
56400043,1
56400043,2
56400043,3
56400043,4
56400043,5
56400043,6
56400043,7
56400043,8
56400043,9
56400043,10
56400043,11
56402961,0
56402961,1
56402961,2
56402961,3
56402961,4
56402961,5
56402961,6
56402961,7
56402961,8
56402961,9
56402961,10
56402961,11
564a16cb,0
564a16cb,1
564a16cb,2
564a16cb,3
564a16cb,4
564a16cb,5
564a16cb,6
564a16cb,7
564a16cb,8
564a16cb,9
564a16cb,10
564a16cb,11
564e35fe,0
564e35fe,1
564e35fe,2
564e35fe,3
564e35fe,4
564e35fe,5
564e35fe,6
564e35fe,7
564e35fe,8
564e35fe,9
564e35fe,10
564e35fe,11
5656881e,0
5656881e,1
5656881e,2
5656881e,3
5656881e,4
5656881e,5
5656881e,6
5656881e,7
5656881e,8
5656881e,9
5656881e,10
5656881e,11
565e7d10,0
565e7d10,1
565e7d10,2
565e7d10,3
565e7d10,4
565e7d10,5
565e7d10,6
565e7d10,7
565e7d10,8
565e7d10,9
565e7d10,10
565e7d10,11
5662f665,0
5662f665,1
5662f665,2
5662f665,3
5662f665,4
5662f665,5
5662f665,6
5662f665,7
5662f665,8
5662f665,9
5662f665,10
5662f665,11
566d4c1e,0
566d4c1e,1
566d4c1e,2
566d4c1e,3
566d4c1e,4
566d4c1e,5
566d4c1e,6
566d4c1e,7
566d4c1e,8
566d4c1e,9
566d4c1e,10
566d4c1e,11
56881e3f,0
56881e3f,1
56881e3f,2
56881e3f,3
56881e3f,4
56881e3f,5
56881e3f,6
56881e3f,7
